D,547817,Test,547817,B1-1466744,01-AUG-22,2degrees Mobile Plan Charges,1,58,8.7,66.7,SUCCESS 
D,562007,Richmond,562007,B1-1466957,01-AUG-22,2degrees Mobile Plan Charges,1,19.36,2.9,22.26,SUCCESS 
D,547817,Test,547817,B1-1466744,01-AUG-22,2degrees Mobile Plan Charges,1,58,8.7,66.7,SUCCESS 
D,562007,Richmond,562007,B1-1466957,01-AUG-22,2degrees Mobile Plan Charges,1,19.36,2.9,22.26,SUCCESS 
D,547817,Test,547817,B1-1466744,01-AUG-22,2degrees Mobile Plan Charges,1,58,8.7,66.7,SUCCESS 
D,562007,Richmond,562007,B1-1466957,01-AUG-22,2degrees Mobile Plan Charges,1,19.36,2.9,22.26,SUCCESS 
